label,mode,k,sr_mean,sr_std,sr_correct,sr_incorrect,sr_total,act_mean,act_std,act_correct,act_incorrect,act_total,traj_mean,traj_std,traj_total,traj_success,traj_violated,traj_incomplete
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=3,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r70_discriminative,semantic,0,0.929954,0.022034,231512,17461,248973,0.933333,0.002031,7840,560,8400,0.012821,0.022206,64,1,63,35
fov7_20c8p_r70_discriminative,semantic,1,0.970315,0.015029,241581,7392,248973,0.986905,0.005017,8290,110,8400,0.181217,0.179948,44,9,35,55
fov7_20c8p_r70_discriminative,semantic,2,0.986871,0.004248,245702,3271,248973,0.996310,0.000546,8369,31,8400,0.355922,0.232452,26,11,15,73
fov7_20c8p_r70_discriminative,semantic,3,0.993975,0.002611,247477,1496,248973,0.998809,0.000744,8390,10,8400,0.633333,0.284800,19,14,5,80
fov7_20c8p_r70_discriminative,semantic,4,0.997716,0.001194,248404,569,248973,0.999524,0.000825,8396,4,8400,0.933333,0.115470,16,15,1,83
fov7_20c8p_r70_discriminative,semantic,5,0.999810,0.000052,248926,47,248973,1.000000,0.000000,8400,0,8400,1.000000,0.000000,15,15,0,84
fov7_20c8p_r70_discriminative,semantic_random,0,0.929954,0.022034,231512,17461,248973,0.933333,0.002031,7840,560,8400,0.012821,0.022206,64,1,63,35
fov7_20c8p_r70_discriminative,semantic_random,1,0.938958,0.020513,233763,15210,248973,0.944881,0.003221,7937,463,8400,0.040000,0.069282,63,3,60,36
fov7_20c8p_r70_discriminative,semantic_random,2,0.946346,0.017464,235610,13363,248973,0.952143,0.002500,7998,402,8400,0.015152,0.026243,58,1,57,41
fov7_20c8p_r70_discriminative,semantic_random,3,0.951721,0.017714,236950,12023,248973,0.959167,0.002431,8057,343,8400,0.058333,0.062915,58,4,54,41
fov7_20c8p_r70_discriminative,semantic_random,4,0.957499,0.014699,238391,10582,248973,0.968571,0.002575,8136,264,8400,0.064286,0.072492,56,4,52,43
fov7_20c8p_r70_discriminative,semantic_random,5,0.961129,0.013575,239298,9675,248973,0.972500,0.002835,8169,231,8400,0.046970,0.045530,57,3,54,42
fov7_20c8p_r70_discriminative,semantic_lna,k2=0,0.944888,0.031701,168479,9797,178276,0.921833,0.007572,5531,469,6000,0.015873,0.027493,53,1,52,22
fov7_20c8p_r70_discriminative,semantic_lna,k2=1,0.964829,0.020574,172015,6261,178276,0.946500,0.002646,5679,321,6000,0.074074,0.128300,48,4,44,27
fov7_20c8p_r70_discriminative,semantic_lna,k2=2,0.976386,0.008483,174071,4205,178276,0.950667,0.001756,5704,296,6000,0.092593,0.115648,46,5,41,29
fov7_20c8p_r70_discriminative,semantic_lna,k2=3,0.980643,0.006731,174829,3447,178276,0.954333,0.000764,5726,274,6000,0.096296,0.114035,42,5,37,33
fov7_20c8p_r70_discriminative,semantic_lna,k2=4,0.983227,0.004506,175284,2992,178276,0.954500,0.000500,5727,273,6000,0.096296,0.114035,42,5,37,33
fov7_20c8p_r70_discriminative,semantic_lna,k2=5,0.984449,0.002960,175503,2773,178276,0.955167,0.000764,5731,269,6000,0.096296,0.114035,41,5,36,34
fov7_20c8p_r70_discriminative,semantic_lna_random,k2=0,0.944888,0.031701,168479,9797,178276,0.921833,0.007572,5531,469,6000,0.015873,0.027493,53,1,52,22
fov7_20c8p_r70_discriminative,semantic_lna_random,k2=1,0.950882,0.029501,169543,8733,178276,0.927500,0.006062,5565,435,6000,0.015873,0.027493,53,1,52,22
fov7_20c8p_r70_discriminative,semantic_lna_random,k2=2,0.955442,0.026069,170352,7924,178276,0.932167,0.006788,5593,407,6000,0.015873,0.027493,50,1,49,25
fov7_20c8p_r70_discriminative,semantic_lna_random,k2=3,0.959558,0.024695,171080,7196,178276,0.939333,0.005299,5636,364,6000,0.016667,0.028868,48,1,47,27
fov7_20c8p_r70_discriminative,semantic_lna_random,k2=4,0.963593,0.022312,171795,6481,178276,0.941167,0.003753,5647,353,6000,0.016667,0.028868,48,1,47,27
fov7_20c8p_r70_discriminative,semantic_lna_random,k2=5,0.967174,0.019924,172432,5844,178276,0.945500,0.002179,5673,327,6000,0.055556,0.096225,45,3,42,30
fov7_20c8p_r70_discriminative,semantic_lna_single,k2=0,0.944888,0.031701,168479,9797,178276,0.921833,0.007572,5531,469,6000,0.015873,0.027493,53,1,52,22
fov7_20c8p_r70_discriminative,semantic_lna_single,k2=1,0.962458,0.018639,171600,6676,178276,0.942333,0.002843,5654,346,6000,0.078431,0.135847,47,4,43,28
fov7_20c8p_r70_discriminative,semantic_lna_single,k2=2,0.973958,0.005979,173646,4630,178276,0.946333,0.002754,5678,322,6000,0.098039,0.122451,44,5,39,31
fov7_20c8p_r70_discriminative,semantic_lna_single,k2=3,0.978035,0.004087,174372,3904,178276,0.950667,0.003329,5704,296,6000,0.120262,0.154210,40,6,34,35
fov7_20c8p_r70_discriminative,semantic_lna_single,k2=4,0.980651,0.002352,174833,3443,178276,0.950833,0.003055,5705,295,6000,0.120262,0.154210,40,6,34,35
fov7_20c8p_r70_discriminative,semantic_lna_single,k2=5,0.982535,0.002811,175171,3105,178276,0.951500,0.002000,5709,291,6000,0.120262,0.154210,39,6,33,36
fov7_20c8p_r70_discriminative,semantic_lna_random_single,k2=0,0.944888,0.031701,168479,9797,178276,0.921833,0.007572,5531,469,6000,0.015873,0.027493,53,1,52,22
fov7_20c8p_r70_discriminative,semantic_lna_random_single,k2=1,0.950233,0.028985,169429,8847,178276,0.929667,0.003547,5578,422,6000,0.050000,0.086603,52,3,49,23
fov7_20c8p_r70_discriminative,semantic_lna_random_single,k2=2,0.954691,0.026363,170222,8054,178276,0.936667,0.004368,5620,380,6000,0.052632,0.091161,50,3,47,25
fov7_20c8p_r70_discriminative,semantic_lna_random_single,k2=3,0.958865,0.023365,170963,7313,178276,0.940833,0.003753,5645,355,6000,0.058824,0.101886,45,3,42,30
fov7_20c8p_r70_discriminative,semantic_lna_random_single,k2=4,0.961950,0.021468,171512,6764,178276,0.941000,0.001500,5646,354,6000,0.052632,0.091161,48,3,45,27
fov7_20c8p_r70_discriminative,semantic_lna_random_single,k2=5,0.965991,0.017322,172229,6047,178276,0.944167,0.002082,5665,335,6000,0.070175,0.121547,46,4,42,29
fov7_20c8p_r70_extended,semantic,0,0.928549,0.027559,117248,8742,125990,0.881785,0.037781,7407,993,8400,0.031435,0.002960,96,3,93,15
fov7_20c8p_r70_extended,semantic,1,0.967700,0.012041,122151,3839,125990,0.966429,0.004949,8118,282,8400,0.081154,0.043281,67,5,62,44
fov7_20c8p_r70_extended,semantic,2,0.982403,0.007823,123965,2025,125990,0.986905,0.002378,8290,110,8400,0.529991,0.132155,43,23,20,68
fov7_20c8p_r70_extended,semantic,3,0.990781,0.003480,124924,1066,125990,0.997976,0.001833,8383,17,8400,0.865385,0.126105,30,25,5,81
fov7_20c8p_r70_extended,semantic,4,0.998062,0.000876,125760,230,125990,1.000000,0.000000,8400,0,8400,1.000000,0.000000,27,27,0,84
fov7_20c8p_r70_extended,semantic,5,0.999860,0.000138,125973,17,125990,1.000000,0.000000,8400,0,8400,1.000000,0.000000,27,27,0,84
fov7_20c8p_r70_extended,semantic_random,0,0.928549,0.027559,117248,8742,125990,0.881785,0.037781,7407,993,8400,0.031435,0.002960,96,3,93,15
fov7_20c8p_r70_extended,semantic_random,1,0.938482,0.024146,118502,7488,125990,0.906667,0.027153,7616,784,8400,0.032129,0.003135,94,3,91,17
fov7_20c8p_r70_extended,semantic_random,2,0.946286,0.021695,119490,6500,125990,0.922262,0.022704,7747,653,8400,0.042523,0.019274,95,4,91,16
fov7_20c8p_r70_extended,semantic_random,3,0.952777,0.019769,120308,5682,125990,0.933095,0.016874,7838,562,8400,0.043932,0.016257,90,4,86,21
fov7_20c8p_r70_extended,semantic_random,4,0.957904,0.018439,120927,5063,125990,0.940833,0.014658,7903,497,8400,0.033377,0.004628,91,3,88,20
fov7_20c8p_r70_extended,semantic_random,5,0.964231,0.015795,121704,4286,125990,0.951548,0.009757,7993,407,8400,0.044962,0.017035,88,4,84,23
fov7_20c8p_r70_extended,semantic_lna,k2=0,0.936135,0.013903,89217,6023,95240,0.878167,0.044951,5269,731,6000,0.041861,0.003501,72,3,69,15
fov7_20c8p_r70_extended,semantic_lna,k2=1,0.963159,0.016595,91729,3511,95240,0.920833,0.035385,5525,475,6000,0.047212,0.008554,65,3,62,22
fov7_20c8p_r70_extended,semantic_lna,k2=2,0.968682,0.015446,92263,2977,95240,0.927667,0.034250,5566,434,6000,0.067909,0.043317,64,4,60,23
fov7_20c8p_r70_extended,semantic_lna,k2=3,0.970519,0.014778,92435,2805,95240,0.928000,0.033679,5568,432,6000,0.068422,0.042800,63,4,59,24
fov7_20c8p_r70_extended,semantic_lna,k2=4,0.971442,0.014959,92522,2718,95240,0.928000,0.033679,5568,432,6000,0.068422,0.042800,63,4,59,24
fov7_20c8p_r70_extended,semantic_lna,k2=5,0.971807,0.015296,92557,2683,95240,0.928000,0.033679,5568,432,6000,0.068422,0.042800,63,4,59,24
fov7_20c8p_r70_extended,semantic_lna_random,k2=0,0.936135,0.013903,89217,6023,95240,0.878167,0.044951,5269,731,6000,0.041861,0.003501,72,3,69,15
fov7_20c8p_r70_extended,semantic_lna_random,k2=1,0.945449,0.015394,90079,5161,95240,0.894333,0.040045,5366,634,6000,0.041861,0.003501,72,3,69,15
fov7_20c8p_r70_extended,semantic_lna_random,k2=2,0.952453,0.015717,90732,4508,95240,0.905667,0.036621,5434,566,6000,0.041861,0.003501,72,3,69,15
fov7_20c8p_r70_extended,semantic_lna_random,k2=3,0.957296,0.016743,91180,4060,95240,0.910167,0.035722,5461,539,6000,0.042465,0.003605,71,3,68,16
fov7_20c8p_r70_extended,semantic_lna_random,k2=4,0.960504,0.016110,91479,3761,95240,0.914500,0.034209,5487,513,6000,0.042978,0.002762,70,3,67,17
fov7_20c8p_r70_extended,semantic_lna_random,k2=5,0.963291,0.015690,91745,3495,95240,0.917000,0.033343,5502,498,6000,0.044358,0.003926,68,3,65,19
fov7_20c8p_r70_extended,semantic_lna_single,k2=0,0.940609,0.014527,89637,5607,95244,0.882333,0.034858,5294,706,6000,0.042374,0.002795,71,3,68,15
fov7_20c8p_r70_extended,semantic_lna_single,k2=1,0.967678,0.009313,92198,3046,95244,0.921833,0.022307,5531,469,6000,0.049543,0.005318,61,3,58,25
fov7_20c8p_r70_extended,semantic_lna_single,k2=2,0.972371,0.009086,92649,2595,95244,0.928000,0.018755,5568,432,6000,0.086835,0.035762,59,5,54,27
fov7_20c8p_r70_extended,semantic_lna_single,k2=3,0.974025,0.008939,92806,2438,95244,0.928500,0.018255,5571,429,6000,0.086835,0.035762,59,5,54,27
fov7_20c8p_r70_extended,semantic_lna_single,k2=4,0.974330,0.008884,92835,2409,95244,0.928500,0.018255,5571,429,6000,0.086835,0.035762,59,5,54,27
fov7_20c8p_r70_extended,semantic_lna_single,k2=5,0.974330,0.008884,92835,2409,95244,0.928500,0.018255,5571,429,6000,0.086835,0.035762,59,5,54,27
fov7_20c8p_r70_extended,semantic_lna_random_single,k2=0,0.940609,0.014527,89637,5607,95244,0.882333,0.034858,5294,706,6000,0.042374,0.002795,71,3,68,15
fov7_20c8p_r70_extended,semantic_lna_random_single,k2=1,0.951727,0.012773,90683,4561,95244,0.902667,0.025507,5416,584,6000,0.042978,0.002762,70,3,67,16
fov7_20c8p_r70_extended,semantic_lna_random_single,k2=2,0.958179,0.011464,91302,3942,95244,0.909333,0.022530,5456,544,6000,0.043533,0.001895,69,3,66,17
fov7_20c8p_r70_extended,semantic_lna_random_single,k2=3,0.962442,0.011817,91698,3546,95244,0.914667,0.023261,5488,512,6000,0.046311,0.003344,65,3,62,21
fov7_20c8p_r70_extended,semantic_lna_random_single,k2=4,0.964997,0.010224,91947,3297,95244,0.917333,0.020811,5504,496,6000,0.047619,0.000000,63,3,60,23
fov7_20c8p_r70_extended,semantic_lna_random_single,k2=5,0.967955,0.009403,92229,3015,95244,0.920500,0.019255,5523,477,6000,0.063564,0.027524,63,4,59,23
fov7_20c8p_r70_original,semantic,0,0.811234,0.006410,17129,1780,18909,0.849048,0.008728,7132,1268,8400,0.119325,0.038478,148,18,130,26
fov7_20c8p_r70_original,semantic,1,0.913694,0.002970,18581,328,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,2,0.928014,0.000531,18895,14,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,3,0.928571,0.000000,18909,0,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,4,0.928571,0.000000,18909,0,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,5,0.928571,0.000000,18909,0,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic_random,0,0.811234,0.006410,17129,1780,18909,0.849048,0.008728,7132,1268,8400,0.119325,0.038478,148,18,130,26
fov7_20c8p_r70_original,semantic_random,1,0.826742,0.006066,17380,1529,18909,0.871548,0.007511,7321,1079,8400,0.130153,0.034716,143,19,124,31
fov7_20c8p_r70_original,semantic_random,2,0.838671,0.002721,17564,1345,18909,0.889286,0.008113,7470,930,8400,0.157051,0.054200,147,23,124,27
fov7_20c8p_r70_original,semantic_random,3,0.848790,0.003548,17726,1183,18909,0.901190,0.005548,7570,830,8400,0.167949,0.027824,147,25,122,27
fov7_20c8p_r70_original,semantic_random,4,0.860333,0.000767,17913,996,18909,0.917619,0.005004,7708,692,8400,0.164948,0.034242,137,23,114,37
fov7_20c8p_r70_original,semantic_random,5,0.870411,0.000692,18048,861,18909,0.931071,0.005669,7821,579,8400,0.217990,0.054834,139,31,108,35
fov7_20c8p_r70_original,semantic_lna,k2=0,0.870168,0.006148,14045,1394,15439,0.828333,0.006898,4970,1030,6000,0.089219,0.032984,104,9,95,18
fov7_20c8p_r70_original,semantic_lna,k2=1,0.894346,0.006453,14392,1047,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=2,0.898369,0.007400,14462,977,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=3,0.898606,0.007226,14466,973,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=4,0.898606,0.007226,14466,973,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=5,0.898606,0.007226,14466,973,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna_random,k2=0,0.870168,0.006148,14045,1394,15439,0.828333,0.006898,4970,1030,6000,0.089219,0.032984,104,9,95,18
fov7_20c8p_r70_original,semantic_lna_random,k2=1,0.875748,0.005167,14131,1308,15439,0.837833,0.005923,5027,973,6000,0.107213,0.052740,103,11,92,19
fov7_20c8p_r70_original,semantic_lna_random,k2=2,0.879753,0.006941,14197,1242,15439,0.844500,0.002500,5067,933,6000,0.124756,0.053942,103,13,90,19
fov7_20c8p_r70_original,semantic_lna_random,k2=3,0.884161,0.006738,14254,1185,15439,0.852833,0.002887,5117,883,6000,0.137464,0.049760,101,14,87,21
fov7_20c8p_r70_original,semantic_lna_random,k2=4,0.886223,0.006366,14286,1153,15439,0.854667,0.003547,5128,872,6000,0.151372,0.051628,103,16,87,19
fov7_20c8p_r70_original,semantic_lna_random,k2=5,0.889153,0.005127,14331,1108,15439,0.859500,0.005679,5157,843,6000,0.161354,0.040105,102,17,85,20
fov7_20c8p_r70_original,semantic_lna_single,k2=0,0.869793,0.006804,14034,1393,15427,0.827667,0.007077,4966,1034,6000,0.077244,0.043752,106,8,98,15
fov7_20c8p_r70_original,semantic_lna_single,k2=1,0.895916,0.007709,14365,1062,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=2,0.898761,0.007380,14416,1011,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=3,0.899084,0.006840,14422,1005,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=4,0.899084,0.006840,14422,1005,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=5,0.899084,0.006840,14422,1005,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_random_single,k2=0,0.869793,0.006804,14034,1393,15427,0.827667,0.007077,4966,1034,6000,0.077244,0.043752,106,8,98,15
fov7_20c8p_r70_original,semantic_lna_random_single,k2=1,0.877214,0.006940,14137,1290,15427,0.838833,0.006171,5033,967,6000,0.093504,0.060815,106,10,96,15
fov7_20c8p_r70_original,semantic_lna_random_single,k2=2,0.881466,0.006017,14193,1234,15427,0.845667,0.003215,5074,926,6000,0.108372,0.047608,104,11,93,17
fov7_20c8p_r70_original,semantic_lna_random_single,k2=3,0.884111,0.006155,14223,1204,15427,0.850333,0.004193,5102,898,6000,0.112741,0.034799,105,12,93,16
fov7_20c8p_r70_original,semantic_lna_random_single,k2=4,0.890754,0.007123,14302,1125,15427,0.858500,0.006500,5151,849,6000,0.114062,0.062255,103,12,91,18
fov7_20c8p_r70_original,semantic_lna_random_single,k2=5,0.891435,0.006143,14310,1117,15427,0.859333,0.005686,5156,844,6000,0.124033,0.025895,103,13,90,18
fov7_20c8p_r70_spatial,semantic,0,0.896530,0.029659,183685,21202,204887,0.887500,0.017335,7455,945,8400,0.034036,0.017486,121,4,117,23
fov7_20c8p_r70_spatial,semantic,1,0.970784,0.012176,198906,5981,204887,0.985714,0.002500,8280,120,8400,0.437657,0.102610,87,38,49,57
fov7_20c8p_r70_spatial,semantic,2,0.990442,0.003101,202932,1955,204887,0.998810,0.001148,8390,10,8400,0.901234,0.059529,63,57,6,81
fov7_20c8p_r70_spatial,semantic,3,0.995773,0.002202,204020,867,204887,1.000000,0.000000,8400,0,8400,1.000000,0.000000,61,61,0,83
fov7_20c8p_r70_spatial,semantic,4,0.998765,0.000541,204637,250,204887,1.000000,0.000000,8400,0,8400,1.000000,0.000000,61,61,0,83
fov7_20c8p_r70_spatial,semantic,5,0.999770,0.000231,204840,47,204887,1.000000,0.000000,8400,0,8400,1.000000,0.000000,61,61,0,83
fov7_20c8p_r70_spatial,semantic_random,0,0.896530,0.029659,183685,21202,204887,0.887500,0.017335,7455,945,8400,0.034036,0.017486,121,4,117,23
fov7_20c8p_r70_spatial,semantic_random,1,0.909483,0.024903,186336,18551,204887,0.905714,0.012832,7608,792,8400,0.034537,0.018346,120,4,116,24
fov7_20c8p_r70_spatial,semantic_random,2,0.919459,0.022557,188384,16503,204887,0.923095,0.010002,7754,646,8400,0.044473,0.019332,117,5,112,27
fov7_20c8p_r70_spatial,semantic_random,3,0.931167,0.019563,190773,14114,204887,0.939167,0.010952,7889,511,8400,0.080423,0.033647,116,9,107,28
fov7_20c8p_r70_spatial,semantic_random,4,0.938093,0.017747,192208,12679,204887,0.948691,0.009431,7969,431,8400,0.095124,0.042137,110,10,100,34
fov7_20c8p_r70_spatial,semantic_random,5,0.946763,0.016505,193974,10913,204887,0.957143,0.005901,8040,360,8400,0.078283,0.029122,116,9,107,28
fov7_20c8p_r70_spatial,semantic_lna,k2=0,0.918940,0.016810,135380,11881,147261,0.860167,0.034148,5161,839,6000,0.050877,0.050023,101,5,96,16
fov7_20c8p_r70_spatial,semantic_lna,k2=1,0.955510,0.006383,140778,6483,147261,0.921667,0.029905,5530,470,6000,0.115841,0.060838,88,10,78,29
fov7_20c8p_r70_spatial,semantic_lna,k2=2,0.963275,0.007455,141900,5361,147261,0.925833,0.029738,5555,445,6000,0.117670,0.059292,86,10,76,31
fov7_20c8p_r70_spatial,semantic_lna,k2=3,0.964891,0.007608,142137,5124,147261,0.926500,0.029407,5559,441,6000,0.130015,0.048560,86,11,75,31
fov7_20c8p_r70_spatial,semantic_lna,k2=4,0.965754,0.007438,142262,4999,147261,0.926500,0.029407,5559,441,6000,0.130015,0.048560,86,11,75,31
fov7_20c8p_r70_spatial,semantic_lna,k2=5,0.966019,0.007458,142300,4961,147261,0.926500,0.029407,5559,441,6000,0.130015,0.048560,86,11,75,31
fov7_20c8p_r70_spatial,semantic_lna_random,k2=0,0.918940,0.016810,135380,11881,147261,0.860167,0.034148,5161,839,6000,0.050877,0.050023,101,5,96,16
fov7_20c8p_r70_spatial,semantic_lna_random,k2=1,0.929997,0.013227,137004,10257,147261,0.880000,0.031894,5280,720,6000,0.050877,0.050023,101,5,96,16
fov7_20c8p_r70_spatial,semantic_lna_random,k2=2,0.937952,0.011798,138176,9085,147261,0.893167,0.033382,5359,641,6000,0.050877,0.050023,99,5,94,18
fov7_20c8p_r70_spatial,semantic_lna_random,k2=3,0.943744,0.008558,139026,8235,147261,0.899500,0.028649,5397,603,6000,0.061988,0.034304,98,6,92,19
fov7_20c8p_r70_spatial,semantic_lna_random,k2=4,0.948512,0.008661,139729,7532,147261,0.907667,0.027975,5446,554,6000,0.063995,0.069501,94,6,88,23
fov7_20c8p_r70_spatial,semantic_lna_random,k2=5,0.952950,0.008295,140377,6884,147261,0.913833,0.029267,5483,517,6000,0.075397,0.071758,91,7,84,26
fov7_20c8p_r70_spatial,semantic_lna_single,k2=0,0.925259,0.010477,136308,10944,147252,0.878667,0.020751,5272,728,6000,0.050427,0.050005,94,5,89,18
fov7_20c8p_r70_spatial,semantic_lna_single,k2=1,0.956491,0.008248,140867,6385,147252,0.932167,0.014785,5593,407,6000,0.123164,0.029304,83,10,73,29
fov7_20c8p_r70_spatial,semantic_lna_single,k2=2,0.962998,0.009518,141810,5442,147252,0.934833,0.013733,5609,391,6000,0.137657,0.042485,83,11,72,29
fov7_20c8p_r70_spatial,semantic_lna_single,k2=3,0.964530,0.009398,142034,5218,147252,0.935500,0.012971,5613,387,6000,0.152149,0.063336,83,12,71,29
fov7_20c8p_r70_spatial,semantic_lna_single,k2=4,0.965131,0.009355,142121,5131,147252,0.935500,0.012971,5613,387,6000,0.152149,0.063336,83,12,71,29
fov7_20c8p_r70_spatial,semantic_lna_single,k2=5,0.965246,0.009243,142138,5114,147252,0.935500,0.012971,5613,387,6000,0.152149,0.063336,83,12,71,29
fov7_20c8p_r70_spatial,semantic_lna_random_single,k2=0,0.925259,0.010477,136308,10944,147252,0.878667,0.020751,5272,728,6000,0.050427,0.050005,94,5,89,18
fov7_20c8p_r70_spatial,semantic_lna_random_single,k2=1,0.936988,0.007959,138017,9235,147252,0.899500,0.021743,5397,603,6000,0.050877,0.050023,93,5,88,19
fov7_20c8p_r70_spatial,semantic_lna_random_single,k2=2,0.944522,0.009332,139117,8135,147252,0.911500,0.019698,5469,531,6000,0.065916,0.032963,91,6,85,21
fov7_20c8p_r70_spatial,semantic_lna_random_single,k2=3,0.948749,0.008037,139734,7518,147252,0.919333,0.020127,5516,484,6000,0.080779,0.024048,89,7,82,23
fov7_20c8p_r70_spatial,semantic_lna_random_single,k2=4,0.953855,0.009903,140475,6777,147252,0.923333,0.015987,5540,460,6000,0.091672,0.010489,87,8,79,25
fov7_20c8p_r70_spatial,semantic_lna_random_single,k2=5,0.956142,0.009643,140810,6442,147252,0.926667,0.015767,5560,440,6000,0.069805,0.033693,85,6,79,27
