label,mode,k,sr_mean,sr_std,sr_correct,sr_incorrect,sr_total,act_mean,act_std,act_correct,act_incorrect,act_total,traj_mean,traj_std,traj_total,traj_success,traj_violated,traj_incomplete
fov5_20c8p_r70_discriminative,semantic_lna_random,k2=5,0.955720,0.013401,169823,7847,177670,0.920500,0.023081,5523,477,6000,0.028219,0.025004,66,2,64,20
fov5_20c8p_r70_discriminative,semantic_lna_single,k2=0,0.922927,0.032934,164033,13637,177670,0.888167,0.023094,5329,671,6000,0.027497,0.024182,70,2,68,16
fov5_20c8p_r70_discriminative,semantic_lna_single,k2=1,0.953178,0.016618,169387,8283,177670,0.921333,0.018536,5528,472,6000,0.049318,0.011737,63,3,60,23
fov5_20c8p_r70_discriminative,semantic_lna_single,k2=2,0.969194,0.004412,172215,5455,177670,0.924500,0.018755,5547,453,6000,0.049874,0.011097,62,3,59,24
fov5_20c8p_r70_discriminative,semantic_lna_single,k2=3,0.974772,0.003028,173192,4478,177670,0.930667,0.015365,5584,416,6000,0.069292,0.019041,58,4,54,28
fov5_20c8p_r70_discriminative,semantic_lna_single,k2=4,0.978385,0.003165,173825,3845,177670,0.931167,0.015861,5587,413,6000,0.069292,0.019041,58,4,54,28
fov5_20c8p_r70_discriminative,semantic_lna_single,k2=5,0.979593,0.004007,174036,3634,177670,0.931500,0.016394,5589,411,6000,0.071428,0.020619,57,4,53,29
fov5_20c8p_r70_discriminative,semantic_lna_random_single,k2=0,0.922927,0.032934,164033,13637,177670,0.888167,0.023094,5329,671,6000,0.027497,0.024182,70,2,68,16
fov5_20c8p_r70_discriminative,semantic_lna_random_single,k2=1,0.931238,0.029138,165503,12167,177670,0.902000,0.024663,5412,588,6000,0.043370,0.005591,70,3,67,16
fov5_20c8p_r70_discriminative,semantic_lna_random_single,k2=2,0.938747,0.024322,166829,10841,177670,0.909500,0.025045,5457,543,6000,0.043370,0.005591,70,3,67,16
fov5_20c8p_r70_discriminative,semantic_lna_random_single,k2=3,0.944567,0.021458,167859,9811,177670,0.914333,0.024023,5486,514,6000,0.046016,0.009272,67,3,64,19
fov5_20c8p_r70_discriminative,semantic_lna_random_single,k2=4,0.951083,0.017203,169010,8660,177670,0.919500,0.022951,5517,483,6000,0.057387,0.014890,68,4,64,18
fov5_20c8p_r70_discriminative,semantic_lna_random_single,k2=5,0.955983,0.014649,169871,7799,177670,0.918500,0.024935,5511,489,6000,0.057387,0.014890,68,4,64,18
fov5_20c8p_r70_extended,semantic,0,0.914188,0.018443,115896,10446,126342,0.862143,0.025910,7242,1158,8400,0.008547,0.014804,111,1,110,9
fov5_20c8p_r70_extended,semantic,1,0.958695,0.008667,121441,4901,126342,0.959286,0.004475,8058,342,8400,0.118827,0.067461,81,10,71,39
fov5_20c8p_r70_extended,semantic,2,0.979218,0.006413,123926,2416,126342,0.986071,0.007380,8283,117,8400,0.612699,0.048872,54,33,21,66
fov5_20c8p_r70_extended,semantic,3,0.990311,0.002471,125194,1148,126342,0.998809,0.000744,8390,10,8400,0.896581,0.055014,40,36,4,80
fov5_20c8p_r70_extended,semantic,4,0.996647,0.001252,125940,402,126342,1.000000,0.000000,8400,0,8400,1.000000,0.000000,37,37,0,83
fov5_20c8p_r70_extended,semantic,5,0.999627,0.000355,126294,48,126342,1.000000,0.000000,8400,0,8400,1.000000,0.000000,37,37,0,83
fov5_20c8p_r70_extended,semantic_random,0,0.914188,0.018443,115896,10446,126342,0.862143,0.025910,7242,1158,8400,0.008547,0.014804,111,1,110,9
fov5_20c8p_r70_extended,semantic_random,1,0.925703,0.017291,117337,9005,126342,0.889286,0.021276,7470,930,8400,0.008772,0.015194,108,1,107,12
fov5_20c8p_r70_extended,semantic_random,2,0.936116,0.016305,118634,7708,126342,0.912024,0.020632,7661,739,8400,0.027348,0.026377,105,3,102,15
fov5_20c8p_r70_extended,semantic_random,3,0.943985,0.014596,119576,6766,126342,0.921786,0.012096,7743,657,8400,0.018268,0.015825,107,2,105,13
fov5_20c8p_r70_extended,semantic_random,4,0.950669,0.015240,120407,5935,126342,0.933095,0.015259,7838,562,8400,0.039827,0.046488,102,4,98,18
fov5_20c8p_r70_extended,semantic_random,5,0.957292,0.012779,121210,5132,126342,0.943095,0.014959,7922,478,8400,0.060880,0.030558,98,6,92,22
fov5_20c8p_r70_extended,semantic_lna,k2=0,0.924298,0.017601,88433,7136,95569,0.863333,0.024987,5180,820,6000,0.000000,0.000000,84,0,84,9
fov5_20c8p_r70_extended,semantic_lna,k2=1,0.957394,0.013318,91537,4032,95569,0.911167,0.024214,5467,533,6000,0.037143,0.035800,74,3,71,19
fov5_20c8p_r70_extended,semantic_lna,k2=2,0.968619,0.014053,92605,2964,95569,0.921500,0.024140,5529,471,6000,0.097230,0.048071,68,7,61,25
fov5_20c8p_r70_extended,semantic_lna,k2=3,0.971323,0.013875,92860,2709,95569,0.921667,0.023861,5530,470,6000,0.097230,0.048071,68,7,61,25
fov5_20c8p_r70_extended,semantic_lna,k2=4,0.972025,0.014140,92926,2643,95569,0.921667,0.023861,5530,470,6000,0.097230,0.048071,68,7,61,25
fov5_20c8p_r70_extended,semantic_lna,k2=5,0.972100,0.014038,92933,2636,95569,0.921667,0.023861,5530,470,6000,0.097230,0.048071,68,7,61,25
fov5_20c8p_r70_extended,semantic_lna_random,k2=0,0.924298,0.017601,88433,7136,95569,0.863333,0.024987,5180,820,6000,0.000000,0.000000,84,0,84,9
fov5_20c8p_r70_extended,semantic_lna_random,k2=1,0.936079,0.016526,89530,6039,95569,0.883167,0.023687,5299,701,6000,0.011494,0.019909,82,1,81,11
fov5_20c8p_r70_extended,semantic_lna_random,k2=2,0.943234,0.016979,90194,5375,95569,0.890667,0.026274,5344,656,6000,0.034483,0.034483,84,3,81,9
fov5_20c8p_r70_extended,semantic_lna_random,k2=3,0.950092,0.017090,90828,4741,95569,0.898833,0.025121,5393,607,6000,0.035334,0.034515,82,3,79,11
fov5_20c8p_r70_extended,semantic_lna_random,k2=4,0.954848,0.017156,91286,4283,95569,0.904667,0.024871,5428,572,6000,0.037699,0.035879,78,3,75,15
fov5_20c8p_r70_extended,semantic_lna_random,k2=5,0.958004,0.017117,91582,3987,95569,0.908833,0.024116,5453,547,6000,0.037699,0.035879,76,3,73,17
fov5_20c8p_r70_extended,semantic_lna_single,k2=0,0.923383,0.017897,88316,7223,95539,0.865833,0.024548,5195,805,6000,0.000000,0.000000,83,0,83,10
fov5_20c8p_r70_extended,semantic_lna_single,k2=1,0.959652,0.011337,91748,3791,95539,0.913167,0.018536,5479,521,6000,0.039530,0.038506,69,3,66,24
fov5_20c8p_r70_extended,semantic_lna_single,k2=2,0.966975,0.007569,92441,3098,95539,0.923167,0.014003,5539,461,6000,0.108519,0.048257,63,7,56,30
fov5_20c8p_r70_extended,semantic_lna_single,k2=3,0.969846,0.008129,92713,2826,95539,0.923167,0.014003,5539,461,6000,0.108519,0.048257,63,7,56,30
fov5_20c8p_r70_extended,semantic_lna_single,k2=4,0.970096,0.008034,92737,2802,95539,0.923167,0.014003,5539,461,6000,0.108519,0.048257,63,7,56,30
fov5_20c8p_r70_extended,semantic_lna_single,k2=5,0.970106,0.008048,92738,2801,95539,0.923167,0.014003,5539,461,6000,0.108519,0.048257,63,7,56,30
fov5_20c8p_r70_extended,semantic_lna_random_single,k2=0,0.923383,0.017897,88316,7223,95539,0.865833,0.024548,5195,805,6000,0.000000,0.000000,83,0,83,10
fov5_20c8p_r70_extended,semantic_lna_random_single,k2=1,0.937918,0.015681,89688,5851,95539,0.884667,0.024374,5308,692,6000,0.011494,0.019909,83,1,82,10
fov5_20c8p_r70_extended,semantic_lna_random_single,k2=2,0.947029,0.012890,90546,4993,95539,0.896333,0.023116,5378,622,6000,0.012346,0.021383,77,1,76,16
fov5_20c8p_r70_extended,semantic_lna_random_single,k2=3,0.952753,0.013617,91088,4451,95539,0.904000,0.019793,5424,576,6000,0.011494,0.019909,79,1,78,14
fov5_20c8p_r70_extended,semantic_lna_random_single,k2=4,0.956569,0.012117,91445,4094,95539,0.908500,0.018520,5451,549,6000,0.012821,0.022206,74,1,73,19
fov5_20c8p_r70_extended,semantic_lna_random_single,k2=5,0.959202,0.012166,91698,3841,95539,0.910333,0.019763,5462,538,6000,0.012821,0.022206,73,1,72,20
fov5_20c8p_r70_original,semantic,0,0.804812,0.021966,16815,1996,18811,0.842024,0.017414,7073,1327,8400,0.128379,0.058512,148,20,128,34
fov5_20c8p_r70_original,semantic,1,0.912873,0.004060,18455,356,18811,1.000000,0.000000,8400,0,8400,1.000000,0.000000,99,99,0,83
fov5_20c8p_r70_original,semantic,2,0.927980,0.000299,18796,15,18811,1.000000,0.000000,8400,0,8400,1.000000,0.000000,99,99,0,83
fov5_20c8p_r70_original,semantic,3,0.928571,0.000000,18811,0,18811,1.000000,0.000000,8400,0,8400,1.000000,0.000000,99,99,0,83
fov5_20c8p_r70_original,semantic,4,0.928571,0.000000,18811,0,18811,1.000000,0.000000,8400,0,8400,1.000000,0.000000,99,99,0,83
fov5_20c8p_r70_original,semantic,5,0.928571,0.000000,18811,0,18811,1.000000,0.000000,8400,0,8400,1.000000,0.000000,99,99,0,83
fov5_20c8p_r70_original,semantic_random,0,0.804812,0.021966,16815,1996,18811,0.842024,0.017414,7073,1327,8400,0.128379,0.058512,148,20,128,34
fov5_20c8p_r70_original,semantic_random,1,0.819149,0.018245,17055,1756,18811,0.861905,0.014363,7240,1160,8400,0.143725,0.058073,147,22,125,35
fov5_20c8p_r70_original,semantic_random,2,0.833318,0.012491,17292,1519,18811,0.884524,0.010488,7430,970,8400,0.146649,0.087622,147,23,124,35
fov5_20c8p_r70_original,semantic_random,3,0.843628,0.013887,17485,1326,18811,0.899166,0.011262,7553,847,8400,0.154650,0.083634,145,24,121,37
fov5_20c8p_r70_original,semantic_random,4,0.855675,0.009160,17676,1135,18811,0.914047,0.009136,7678,722,8400,0.165393,0.060163,144,25,119,38
fov5_20c8p_r70_original,semantic_random,5,0.866764,0.003817,17839,972,18811,0.928929,0.006546,7803,597,8400,0.168706,0.067787,143,25,118,39
fov5_20c8p_r70_original,semantic_lna,k2=0,0.868495,0.025458,13870,1477,15347,0.819167,0.026312,4915,1085,6000,0.113853,0.053032,110,13,97,21
fov5_20c8p_r70_original,semantic_lna,k2=1,0.895198,0.022284,14267,1080,15347,0.871167,0.026326,5227,773,6000,0.196262,0.064329,103,21,82,28
fov5_20c8p_r70_original,semantic_lna,k2=2,0.899533,0.022952,14342,1005,15347,0.871167,0.026326,5227,773,6000,0.196262,0.064329,103,21,82,28
fov5_20c8p_r70_original,semantic_lna,k2=3,0.899692,0.022961,14345,1002,15347,0.871167,0.026326,5227,773,6000,0.196262,0.064329,103,21,82,28
fov5_20c8p_r70_original,semantic_lna,k2=4,0.899692,0.022961,14345,1002,15347,0.871167,0.026326,5227,773,6000,0.196262,0.064329,103,21,82,28
fov5_20c8p_r70_original,semantic_lna,k2=5,0.899692,0.022961,14345,1002,15347,0.871167,0.026326,5227,773,6000,0.196262,0.064329,103,21,82,28
fov5_20c8p_r70_original,semantic_lna_random,k2=0,0.868495,0.025458,13870,1477,15347,0.819167,0.026312,4915,1085,6000,0.113853,0.053032,110,13,97,21
fov5_20c8p_r70_original,semantic_lna_random,k2=1,0.874742,0.023752,13969,1378,15347,0.829333,0.024932,4976,1024,6000,0.133958,0.050384,108,15,93,23
fov5_20c8p_r70_original,semantic_lna_random,k2=2,0.879870,0.023714,14048,1299,15347,0.838167,0.025760,5029,971,6000,0.140947,0.064905,109,16,93,22
fov5_20c8p_r70_original,semantic_lna_random,k2=3,0.885423,0.023116,14128,1219,15347,0.847500,0.025105,5085,915,6000,0.141894,0.063821,108,16,92,23
fov5_20c8p_r70_original,semantic_lna_random,k2=4,0.888414,0.022631,14176,1171,15347,0.852667,0.025101,5116,884,6000,0.150839,0.076283,107,17,90,24
fov5_20c8p_r70_original,semantic_lna_random,k2=5,0.891173,0.022932,14223,1124,15347,0.857667,0.026160,5146,854,6000,0.169057,0.085439,107,19,88,24
fov5_20c8p_r70_original,semantic_lna_single,k2=0,0.871650,0.024671,13979,1456,15435,0.824667,0.021286,4948,1052,6000,0.112886,0.028567,114,13,101,19
fov5_20c8p_r70_original,semantic_lna_single,k2=1,0.899367,0.020622,14361,1074,15435,0.873167,0.018936,5239,761,6000,0.211514,0.089298,104,22,82,29
fov5_20c8p_r70_original,semantic_lna_single,k2=2,0.902065,0.020233,14411,1024,15435,0.873167,0.018936,5239,761,6000,0.211514,0.089298,104,22,82,29
fov5_20c8p_r70_original,semantic_lna_single,k2=3,0.902278,0.020335,14415,1020,15435,0.873167,0.018936,5239,761,6000,0.211514,0.089298,104,22,82,29
fov5_20c8p_r70_original,semantic_lna_single,k2=4,0.902278,0.020335,14415,1020,15435,0.873167,0.018936,5239,761,6000,0.211514,0.089298,104,22,82,29
fov5_20c8p_r70_original,semantic_lna_single,k2=5,0.902278,0.020335,14415,1020,15435,0.873167,0.018936,5239,761,6000,0.211514,0.089298,104,22,82,29
fov5_20c8p_r70_original,semantic_lna_random_single,k2=0,0.871650,0.024671,13979,1456,15435,0.824667,0.021286,4948,1052,6000,0.112886,0.028567,114,13,101,19
fov5_20c8p_r70_original,semantic_lna_random_single,k2=1,0.878532,0.022563,14087,1348,15435,0.835167,0.020040,5011,989,6000,0.121212,0.037879,113,14,99,20
fov5_20c8p_r70_original,semantic_lna_random_single,k2=2,0.884789,0.022405,14179,1256,15435,0.847500,0.020791,5085,915,6000,0.141775,0.054232,111,16,95,22
fov5_20c8p_r70_original,semantic_lna_random_single,k2=3,0.888791,0.020431,14232,1203,15435,0.853833,0.019002,5123,877,6000,0.152293,0.059726,111,17,94,22
fov5_20c8p_r70_original,semantic_lna_random_single,k2=4,0.892342,0.020349,14277,1158,15435,0.859000,0.019346,5154,846,6000,0.175549,0.086859,111,20,91,22
fov5_20c8p_r70_original,semantic_lna_random_single,k2=5,0.896171,0.019947,14324,1111,15435,0.864167,0.018058,5185,815,6000,0.168843,0.089525,109,19,90,24
fov5_20c8p_r70_spatial,semantic,0,0.882429,0.029346,180937,24053,204990,0.869167,0.020517,7301,1099,8400,0.025269,0.024437,126,3,123,23
fov5_20c8p_r70_spatial,semantic,1,0.965806,0.014275,198035,6955,204990,0.983571,0.002575,8262,138,8400,0.455556,0.076980,92,42,50,57
fov5_20c8p_r70_spatial,semantic,2,0.988041,0.005439,202548,2442,204990,0.998691,0.000744,8389,11,8400,0.880099,0.056481,70,61,9,79
fov5_20c8p_r70_spatial,semantic,3,0.994573,0.003607,203887,1103,204990,1.000000,0.000000,8400,0,8400,1.000000,0.000000,66,66,0,83
fov5_20c8p_r70_spatial,semantic,4,0.997792,0.001817,204546,444,204990,1.000000,0.000000,8400,0,8400,1.000000,0.000000,66,66,0,83
fov5_20c8p_r70_spatial,semantic,5,0.999404,0.000558,204872,118,204990,1.000000,0.000000,8400,0,8400,1.000000,0.000000,66,66,0,83
fov5_20c8p_r70_spatial,semantic_random,0,0.882429,0.029346,180937,24053,204990,0.869167,0.020517,7301,1099,8400,0.025269,0.024437,126,3,123,23
fov5_20c8p_r70_spatial,semantic_random,1,0.898101,0.025669,184139,20851,204990,0.894762,0.015707,7516,884,8400,0.035112,0.030439,123,4,119,26
fov5_20c8p_r70_spatial,semantic_random,2,0.911793,0.020005,186953,18037,204990,0.912381,0.017823,7664,736,8400,0.054054,0.054054,122,6,116,27
fov5_20c8p_r70_spatial,semantic_random,3,0.922561,0.018169,189151,15839,204990,0.928333,0.013460,7798,602,8400,0.051367,0.029671,122,6,116,27
fov5_20c8p_r70_spatial,semantic_random,4,0.932109,0.015271,191116,13874,204990,0.940000,0.012531,7896,504,8400,0.065026,0.016151,124,8,116,25
fov5_20c8p_r70_spatial,semantic_random,5,0.942316,0.014272,193203,11787,204990,0.952143,0.007726,7998,402,8400,0.093593,0.012586,118,11,107,31
fov5_20c8p_r70_spatial,semantic_lna,k2=0,0.911940,0.019790,134447,12914,147361,0.847667,0.027687,5086,914,6000,0.030303,0.052486,104,3,101,15
fov5_20c8p_r70_spatial,semantic_lna,k2=1,0.950820,0.009939,140161,7200,147361,0.918333,0.017567,5510,490,6000,0.121967,0.077351,94,11,83,25
fov5_20c8p_r70_spatial,semantic_lna,k2=2,0.962522,0.006983,141856,5505,147361,0.924833,0.015940,5549,451,6000,0.165709,0.071340,94,15,79,25
fov5_20c8p_r70_spatial,semantic_lna,k2=3,0.964209,0.006844,142102,5259,147361,0.926000,0.015898,5556,444,6000,0.165709,0.071340,94,15,79,25
fov5_20c8p_r70_spatial,semantic_lna,k2=4,0.965842,0.007316,142337,5024,147361,0.926000,0.015898,5556,444,6000,0.165709,0.071340,94,15,79,25
fov5_20c8p_r70_spatial,semantic_lna,k2=5,0.966841,0.007951,142480,4881,147361,0.926000,0.015898,5556,444,6000,0.165709,0.071340,94,15,79,25
fov5_20c8p_r70_spatial,semantic_lna_random,k2=0,0.911940,0.019790,134447,12914,147361,0.847667,0.027687,5086,914,6000,0.030303,0.052486,104,3,101,15
fov5_20c8p_r70_spatial,semantic_lna_random,k2=1,0.923137,0.015875,136095,11266,147361,0.872167,0.028268,5233,767,6000,0.048794,0.046993,102,5,97,17
fov5_20c8p_r70_spatial,semantic_lna_random,k2=2,0.931268,0.013667,137283,10078,147361,0.884500,0.020839,5307,693,6000,0.060105,0.064967,101,6,95,18
fov5_20c8p_r70_spatial,semantic_lna_random,k2=3,0.936965,0.011927,138113,9248,147361,0.891833,0.019328,5351,649,6000,0.049802,0.048449,100,5,95,19
fov5_20c8p_r70_spatial,semantic_lna_random,k2=4,0.942493,0.011846,138925,8436,147361,0.900000,0.016530,5400,600,6000,0.082418,0.068983,99,8,91,20
fov5_20c8p_r70_spatial,semantic_lna_random,k2=5,0.948471,0.010024,139806,7555,147361,0.909833,0.018724,5459,541,6000,0.095226,0.037679,96,9,87,23
fov5_20c8p_r70_spatial,semantic_lna_single,k2=0,0.915562,0.016029,134972,12385,147357,0.857833,0.021032,5147,853,6000,0.021169,0.018340,102,2,100,14
fov5_20c8p_r70_spatial,semantic_lna_single,k2=1,0.953345,0.005628,140512,6845,147357,0.923500,0.017022,5541,459,6000,0.099067,0.017537,93,9,84,23
fov5_20c8p_r70_spatial,semantic_lna_single,k2=2,0.962770,0.006682,141880,5477,147357,0.929833,0.016780,5579,421,6000,0.139563,0.073611,90,12,78,26
fov5_20c8p_r70_spatial,semantic_lna_single,k2=3,0.964866,0.006835,142185,5172,147357,0.930500,0.016302,5583,417,6000,0.139563,0.073611,90,12,78,26
fov5_20c8p_r70_spatial,semantic_lna_single,k2=4,0.965977,0.007522,142346,5011,147357,0.930500,0.016302,5583,417,6000,0.139563,0.073611,90,12,78,26
fov5_20c8p_r70_spatial,semantic_lna_single,k2=5,0.966437,0.007933,142412,4945,147357,0.930500,0.016302,5583,417,6000,0.139563,0.073611,90,12,78,26
fov5_20c8p_r70_spatial,semantic_lna_random_single,k2=0,0.915562,0.016029,134972,12385,147357,0.857833,0.021032,5147,853,6000,0.021169,0.018340,102,2,100,14
fov5_20c8p_r70_spatial,semantic_lna_random_single,k2=1,0.928814,0.011959,136921,10436,147357,0.882000,0.020019,5292,708,6000,0.049802,0.016314,100,5,95,16
fov5_20c8p_r70_spatial,semantic_lna_random_single,k2=2,0.937654,0.009534,138210,9147,147357,0.898833,0.020835,5393,607,6000,0.050519,0.017302,99,5,94,17
fov5_20c8p_r70_spatial,semantic_lna_random_single,k2=3,0.943099,0.008016,139015,8342,147357,0.909167,0.021014,5455,545,6000,0.063741,0.010742,96,6,90,20
fov5_20c8p_r70_spatial,semantic_lna_random_single,k2=4,0.948938,0.007826,139866,7491,147357,0.915333,0.017765,5492,508,6000,0.062038,0.008444,98,6,92,18
fov5_20c8p_r70_spatial,semantic_lna_random_single,k2=5,0.952627,0.006528,140397,6960,147357,0.918667,0.017243,5512,488,6000,0.074249,0.026243,97,7,90,19
fov7_20c4p_r70_discriminative,semantic,0,0.935444,0.017315,199878,13804,213682,0.902778,0.019483,6500,700,7200,0.009009,0.015604,74,1,73,26
fov7_20c4p_r70_discriminative,semantic,1,0.968742,0.010596,207003,6679,213682,0.980417,0.007982,7059,141,7200,0.174298,0.102729,53,11,42,47
fov7_20c4p_r70_discriminative,semantic,2,0.986759,0.005495,210857,2825,213682,0.993056,0.004571,7150,50,7200,0.517857,0.099425,39,22,17,61
fov7_20c4p_r70_discriminative,semantic,3,0.993971,0.003573,212395,1287,213682,0.997500,0.001816,7182,18,7200,0.735353,0.121073,33,25,8,67
fov7_20c4p_r70_discriminative,semantic,4,0.997842,0.002295,213224,458,213682,0.999028,0.000867,7193,7,7200,0.912698,0.083616,30,27,3,70
fov7_20c4p_r70_discriminative,semantic,5,0.999897,0.000036,213660,22,213682,1.000000,0.000000,7200,0,7200,1.000000,0.000000,28,28,0,72
fov7_20c4p_r70_discriminative,semantic_random,0,0.935444,0.017315,199878,13804,213682,0.902778,0.019483,6500,700,7200,0.009009,0.015604,74,1,73,26
fov7_20c4p_r70_discriminative,semantic_random,1,0.944414,0.016205,201799,11883,213682,0.923889,0.015031,6652,548,7200,0.009259,0.016038,72,1,71,28
fov7_20c4p_r70_discriminative,semantic_random,2,0.951429,0.014185,203298,10384,213682,0.936389,0.014370,6742,458,7200,0.027778,0.048112,72,3,69,28
fov7_20c4p_r70_discriminative,semantic_random,3,0.957010,0.012917,204494,9188,213682,0.947917,0.012937,6825,375,7200,0.063564,0.067922,72,6,66,28
fov7_20c4p_r70_discriminative,semantic_random,4,0.962714,0.011357,205710,7972,213682,0.957361,0.013238,6893,307,7200,0.049020,0.044927,67,4,63,33
fov7_20c4p_r70_discriminative,semantic_random,5,0.966279,0.010917,206475,7207,213682,0.964861,0.011345,6947,253,7200,0.065163,0.072248,69,6,63,31
fov7_20c4p_r70_discriminative,semantic_lna,k2=0,0.937631,0.018119,167366,11128,178494,0.904000,0.030939,5424,576,6000,0.010101,0.017495,63,1,62,23
fov7_20c4p_r70_discriminative,semantic_lna,k2=1,0.962363,0.011247,171789,6705,178494,0.939333,0.012014,5636,364,6000,0.052083,0.090211,62,5,57,24
fov7_20c4p_r70_discriminative,semantic_lna,k2=2,0.976193,0.003594,174256,4238,178494,0.944000,0.009657,5664,336,6000,0.064516,0.111745,59,6,53,27
fov7_20c4p_r70_discriminative,semantic_lna,k2=3,0.982647,0.002248,175397,3097,178494,0.949000,0.009341,5694,306,6000,0.073371,0.081623,58,6,52,28
fov7_20c4p_r70_discriminative,semantic_lna,k2=4,0.985839,0.004629,175966,2528,178494,0.949167,0.009609,5695,305,6000,0.073371,0.081623,58,6,52,28
fov7_20c4p_r70_discriminative,semantic_lna,k2=5,0.987433,0.006116,176249,2245,178494,0.949667,0.010420,5698,302,6000,0.073371,0.081623,57,6,51,29
fov7_20c4p_r70_discriminative,semantic_lna_random,k2=0,0.937631,0.018119,167366,11128,178494,0.904000,0.030939,5424,576,6000,0.010101,0.017495,63,1,62,23
fov7_20c4p_r70_discriminative,semantic_lna_random,k2=1,0.945382,0.015071,168745,9749,178494,0.914833,0.025151,5489,511,6000,0.030303,0.052486,63,3,60,23
fov7_20c4p_r70_discriminative,semantic_lna_random,k2=2,0.952470,0.013324,170007,8487,178494,0.924833,0.020337,5549,451,6000,0.020202,0.034991,62,2,60,24
fov7_20c4p_r70_discriminative,semantic_lna_random,k2=3,0.957900,0.010204,170973,7521,178494,0.927000,0.022754,5562,438,6000,0.030303,0.052486,63,3,60,23
fov7_20c4p_r70_discriminative,semantic_lna_random,k2=4,0.962772,0.009699,171842,6652,178494,0.930000,0.018875,5580,420,6000,0.031250,0.054127,62,3,59,24
fov7_20c4p_r70_discriminative,semantic_lna_random,k2=5,0.966749,0.007316,172551,5943,178494,0.934500,0.014807,5607,393,6000,0.031250,0.054127,61,3,58,25
